student_id,day,sleep_hours,study_hours,screen_time_hours,physical_activity_mins,academic_workload_score,social_activity_hours,anxiety_level,mood_rating,routine_consistency_score,journal_entry,stress_score,severity_tier,stress_nature,stress_trajectory,major_factors
STU_014,6,5.07,5.2,3.07,39.0,5.11,3.85,6.81,4.77,4.89,Feeling inadequate compared to my peers during coding competitive tests.,70.99,High,Performance,Decreasing,"[""Sleep Deprivation"", ""Exam & Performance Anxiety""]"
STU_014,7,4.79,6.14,3.07,39.0,5.08,3.94,7.87,4.35,5.76,Constant pressure to perform well and keep up high GPA expectations.,79.86,High,Performance,Decreasing,"[""Sleep Deprivation"", ""Exam & Performance Anxiety""]"
STU_015,1,7.09,8.45,8.63,13.2,4.0,0.9,6.86,5.54,5.85,Missing home and feeling lonely during weekends in the college dormitory.,68.49,High,Social,Increasing,"[""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity"", ""Social Isolation""]"
STU_015,2,7.09,8.45,8.63,13.2,4.0,1.13,6.72,5.68,9.13,Difficulty balancing group project communication and team dynamics.,65.82,High,Social,Increasing,"[""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity"", ""Social Isolation""]"
STU_015,3,7.09,8.45,8.63,13.2,4.0,1.1,6.74,5.66,6.89,Feeling isolated from my peer group and struggling with campus social life.,67.08,High,Social,Increasing,"[""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity"", ""Social Isolation""]"
STU_015,4,7.09,8.45,8.63,13.2,4.0,0.79,6.93,5.47,3.17,Missing home and feeling lonely during weekends in the college dormitory.,70.02,High,Social,Increasing,"[""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity"", ""Social Isolation""]"
STU_015,5,7.09,8.45,8.63,13.2,4.0,1.32,6.61,5.79,9.5,Feeling isolated from my peer group and struggling with campus social life.,67.12,High,Social,Increasing,"[""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity"", ""Social Isolation""]"
STU_015,6,7.09,8.45,8.63,13.2,4.0,0.96,6.82,5.58,7.96,Feeling isolated from my peer group and struggling with campus social life.,66.4,High,Social,Increasing,"[""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity"", ""Social Isolation""]"
STU_015,7,7.09,8.45,8.63,13.2,4.0,1.36,6.58,5.82,8.95,Difficulty balancing group project communication and team dynamics.,65.99,High,Social,Increasing,"[""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity"", ""Social Isolation""]"
STU_016,1,6.42,7.45,3.46,30.7,6.06,2.89,8.39,4.14,5.96,Terrified about campus placement interviews and job application rejections.,80.91,Severe,Performance,Sudden Escalation,"[""Exam & Performance Anxiety""]"
STU_016,2,6.26,7.44,3.46,30.7,5.51,2.78,7.53,4.49,5.69,Feeling inadequate compared to my peers during coding competitive tests.,76.8,High,Performance,Sudden Escalation,"[""Exam & Performance Anxiety""]"
STU_016,3,6.39,7.49,3.46,30.7,5.39,2.56,8.02,4.29,9.03,Constant pressure to perform well and keep up high GPA expectations.,73.48,High,Performance,Sudden Escalation,"[""Exam & Performance Anxiety""]"
STU_016,4,6.77,8.0,3.46,30.7,5.64,2.21,7.72,4.41,5.02,Constant pressure to perform well and keep up high GPA expectations.,72.04,High,Performance,Sudden Escalation,"[""Exam & Performance Anxiety""]"
STU_016,5,6.7,7.56,3.46,30.7,5.21,2.34,6.73,4.81,6.24,Constant pressure to perform well and keep up high GPA expectations.,70.25,High,Performance,Sudden Escalation,"[""Exam & Performance Anxiety""]"
STU_016,6,6.68,7.71,3.46,30.7,5.92,2.35,8.46,4.12,5.49,Constant pressure to perform well and keep up high GPA expectations.,76.76,High,Performance,Sudden Escalation,"[""Exam & Performance Anxiety""]"
STU_016,7,6.31,7.71,3.46,30.7,6.12,2.32,7.05,4.68,5.21,Feeling inadequate compared to my peers during coding competitive tests.,76.2,High,Performance,Sudden Escalation,"[""Exam & Performance Anxiety""]"
STU_017,1,7.78,4.7,5.99,36.4,8.99,1.38,6.57,5.83,5.16,Missing home and feeling lonely during weekends in the college dormitory.,77.29,High,Social,Decreasing,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Social Isolation""]"
STU_017,2,7.78,4.7,5.99,36.4,8.99,0.89,6.87,5.53,8.65,Missing home and feeling lonely during weekends in the college dormitory.,78.68,High,Social,Decreasing,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Social Isolation""]"
STU_017,3,7.78,4.7,5.99,36.4,8.99,0.72,6.97,5.43,4.52,Difficulty balancing group project communication and team dynamics.,78.69,High,Social,Decreasing,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Social Isolation""]"
STU_017,4,7.78,4.7,5.99,36.4,8.99,0.88,6.87,5.53,7.58,Difficulty balancing group project communication and team dynamics.,76.73,High,Social,Decreasing,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Social Isolation""]"
STU_017,5,7.78,4.7,5.99,36.4,8.99,0.85,6.89,5.51,6.22,Had a conflict with roommate and feeling socially strained.,78.92,High,Social,Decreasing,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Social Isolation""]"
STU_017,6,7.78,4.7,5.99,36.4,8.99,1.47,6.52,5.88,8.65,Missing home and feeling lonely during weekends in the college dormitory.,76.64,High,Social,Decreasing,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Social Isolation""]"
STU_017,7,7.78,4.7,5.99,36.4,8.99,0.8,6.92,5.48,3.1,Difficulty balancing group project communication and team dynamics.,79.48,High,Social,Decreasing,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Social Isolation""]"
STU_018,1,7.59,9.94,3.37,50.2,5.19,2.32,7.57,4.47,8.67,Feeling inadequate compared to my peers during coding competitive tests.,67.03,High,Performance,Sudden Escalation,"[""Exam & Performance Anxiety""]"
STU_018,2,7.41,9.92,3.37,50.2,4.83,2.07,8.49,4.1,9.36,Feeling inadequate compared to my peers during coding competitive tests.,69.63,High,Performance,Sudden Escalation,"[""Exam & Performance Anxiety""]"
STU_018,3,7.72,10.88,3.37,50.2,5.55,2.83,7.1,4.66,8.17,Worried about my upcoming seminar presentation in front of professors.,59.6,Moderate,Performance,Sudden Escalation,"[""Exam & Performance Anxiety""]"
STU_018,4,7.7,10.38,3.37,50.2,5.08,2.46,7.63,4.45,4.14,Constant pressure to perform well and keep up high GPA expectations.,65.27,High,Performance,Sudden Escalation,"[""Exam & Performance Anxiety""]"
STU_018,5,7.37,10.39,3.37,50.2,5.4,2.5,7.67,4.43,5.99,Worried about my upcoming seminar presentation in front of professors.,64.74,High,Performance,Sudden Escalation,"[""Exam & Performance Anxiety""]"
STU_018,6,7.5,11.0,3.37,50.2,5.46,2.71,7.59,4.46,9.42,Worried about my upcoming seminar presentation in front of professors.,62.85,High,Performance,Sudden Escalation,"[""Exam & Performance Anxiety""]"
STU_018,7,7.37,11.0,3.37,50.2,5.09,2.54,7.1,4.66,3.69,Feeling inadequate compared to my peers during coding competitive tests.,65.54,High,Performance,Sudden Escalation,"[""Exam & Performance Anxiety""]"
STU_019,1,4.07,8.96,9.03,48.5,7.19,2.1,7.47,3.66,8.41,Screen usage late at night is ruining my sleep quality.,95.53,Severe,Sleep-related,Decreasing,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_019,2,4.55,8.96,9.16,41.0,6.68,2.1,7.22,4.1,7.04,Disrupted sleep schedule and constant headaches throughout the morning.,88.25,Severe,Sleep-related,Decreasing,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_019,3,4.48,8.96,9.08,40.6,7.11,2.1,7.26,4.03,5.01,Insomnia is killing me. Only slept 3 hours last night and feel exhausted.,93.05,Severe,Sleep-related,Decreasing,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_019,4,4.39,8.96,8.87,48.1,7.18,2.1,7.3,3.95,4.14,Screen usage late at night is ruining my sleep quality.,90.79,Severe,Sleep-related,Decreasing,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_019,5,4.23,8.96,8.81,43.7,7.42,2.1,7.38,3.81,4.67,Disrupted sleep schedule and constant headaches throughout the morning.,97.42,Severe,Sleep-related,Decreasing,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_019,6,5.07,8.96,8.72,41.5,7.26,2.1,6.96,4.57,6.04,Insomnia is killing me. Only slept 3 hours last night and feel exhausted.,86.4,Severe,Sleep-related,Decreasing,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_019,7,4.48,8.96,9.13,42.2,6.67,2.1,7.26,4.03,9.29,Screen usage late at night is ruining my sleep quality.,91.41,Severe,Sleep-related,Decreasing,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_020,1,4.86,5.37,5.82,15.6,5.21,1.29,6.63,5.77,3.7,Missing home and feeling lonely during weekends in the college dormitory.,77.79,High,Social,Decreasing,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Low Physical Activity"", ""Social Isolation""]"
STU_020,2,4.86,5.37,5.82,15.6,5.21,1.31,6.61,5.79,8.95,Missing home and feeling lonely during weekends in the college dormitory.,75.54,High,Social,Decreasing,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Low Physical Activity"", ""Social Isolation""]"
STU_020,3,4.86,5.37,5.82,15.6,5.21,1.32,6.61,5.79,8.91,Difficulty balancing group project communication and team dynamics.,75.72,High,Social,Decreasing,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Low Physical Activity"", ""Social Isolation""]"
STU_020,4,4.86,5.37,5.82,15.6,5.21,1.26,6.65,5.75,3.29,Had a conflict with roommate and feeling socially strained.,78.1,High,Social,Decreasing,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Low Physical Activity"", ""Social Isolation""]"
STU_020,5,4.86,5.37,5.82,15.6,5.21,1.47,6.52,5.88,3.63,Feeling isolated from my peer group and struggling with campus social life.,80.61,Severe,Social,Decreasing,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Low Physical Activity"", ""Social Isolation""]"
STU_020,6,4.86,5.37,5.82,15.6,5.21,0.79,6.93,5.47,5.41,Difficulty balancing group project communication and team dynamics.,78.72,High,Social,Decreasing,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Low Physical Activity"", ""Social Isolation""]"
STU_020,7,4.86,5.37,5.82,15.6,5.21,0.74,6.96,5.44,6.82,Difficulty balancing group project communication and team dynamics.,82.32,Severe,Social,Decreasing,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Low Physical Activity"", ""Social Isolation""]"
STU_021,1,8.04,6.93,7.17,42.7,8.63,2.12,5.5,6.0,5.88,"Exhausted from constant workload, lack of sleep, and social fatigue.",70.53,High,Mixed,Increasing,"[""Heavy Academic Workload"", ""Excessive Screen Time""]"
STU_021,2,7.98,6.93,7.17,42.7,8.78,2.12,5.65,5.92,3.65,Feeling overwhelmed by academic deadlines and personal life stress.,73.67,High,Mixed,Increasing,"[""Heavy Academic Workload"", ""Excessive Screen Time""]"
STU_021,3,7.92,6.93,7.17,42.7,8.93,2.12,5.8,5.85,3.39,Feeling overwhelmed by academic deadlines and personal life stress.,73.67,High,Mixed,Increasing,"[""Heavy Academic Workload"", ""Excessive Screen Time""]"
STU_021,4,7.86,6.93,7.17,42.7,9.08,2.12,5.95,5.78,9.17,"Everything is building up at once - exams, poor sleep, and placement worries.",72.79,High,Mixed,Increasing,"[""Heavy Academic Workload"", ""Excessive Screen Time""]"
STU_021,5,7.8,6.93,7.17,42.7,9.23,2.12,6.1,5.7,7.31,"Everything is building up at once - exams, poor sleep, and placement worries.",77.66,High,Mixed,Increasing,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_021,6,7.74,6.93,7.17,42.7,9.38,2.12,6.25,5.62,3.33,"Everything is building up at once - exams, poor sleep, and placement worries.",78.15,High,Mixed,Increasing,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_021,7,7.68,6.93,7.17,42.7,9.53,2.12,6.4,5.55,8.12,"Exhausted from constant workload, lack of sleep, and social fatigue.",77.88,High,Mixed,Increasing,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_022,1,7.45,8.22,5.93,51.6,5.39,2.61,8.48,4.11,3.71,Constant pressure to perform well and keep up high GPA expectations.,71.51,High,Performance,Stable,"[""Exam & Performance Anxiety""]"
STU_022,2,7.4,7.52,5.93,51.6,5.46,2.81,7.68,4.43,3.34,Worried about my upcoming seminar presentation in front of professors.,65.07,High,Performance,Stable,"[""Exam & Performance Anxiety""]"
STU_022,3,7.17,8.11,5.93,51.6,5.34,3.12,8.06,4.28,5.94,Terrified about campus placement interviews and job application rejections.,69.93,High,Performance,Stable,"[""Exam & Performance Anxiety""]"
STU_022,4,7.18,8.25,5.93,51.6,4.82,2.69,7.82,4.37,3.4,Terrified about campus placement interviews and job application rejections.,65.98,High,Performance,Stable,"[""Exam & Performance Anxiety""]"
STU_022,5,7.21,7.93,5.93,51.6,5.08,3.11,8.32,4.17,5.09,Terrified about campus placement interviews and job application rejections.,67.28,High,Performance,Stable,"[""Exam & Performance Anxiety""]"
STU_022,6,7.24,7.51,5.93,51.6,4.75,3.01,7.92,4.33,5.95,Worried about my upcoming seminar presentation in front of professors.,65.97,High,Performance,Stable,"[""Exam & Performance Anxiety""]"
STU_022,7,7.2,7.47,5.93,51.6,5.2,2.74,7.8,4.38,5.8,Constant pressure to perform well and keep up high GPA expectations.,70.11,High,Performance,Stable,"[""Exam & Performance Anxiety""]"
STU_023,1,5.1,6.95,5.08,19.3,6.13,3.09,8.16,4.23,7.84,Terrified about campus placement interviews and job application rejections.,84.59,Severe,Performance,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Low Physical Activity""]"
STU_023,2,5.62,6.92,5.08,19.3,6.13,2.2,7.62,4.45,5.3,Feeling inadequate compared to my peers during coding competitive tests.,84.35,Severe,Performance,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Low Physical Activity""]"
STU_023,3,5.13,7.85,5.08,19.3,6.43,2.44,8.44,4.13,3.67,Worried about my upcoming seminar presentation in front of professors.,90.66,Severe,Performance,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Low Physical Activity""]"
STU_023,4,5.37,6.95,5.08,19.3,6.27,2.31,7.2,4.62,7.96,Terrified about campus placement interviews and job application rejections.,83.31,Severe,Performance,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Low Physical Activity""]"
STU_023,5,5.15,7.93,5.08,19.3,6.33,2.19,8.14,4.25,6.96,Terrified about campus placement interviews and job application rejections.,89.27,Severe,Performance,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Low Physical Activity""]"
STU_023,6,5.64,7.76,5.08,19.3,6.42,2.89,8.02,4.29,3.04,Worried about my upcoming seminar presentation in front of professors.,87.9,Severe,Performance,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Low Physical Activity""]"
STU_023,7,5.42,7.57,5.08,19.3,6.63,3.02,7.77,4.39,5.45,Constant pressure to perform well and keep up high GPA expectations.,83.09,Severe,Performance,Sudden Escalation,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Low Physical Activity""]"
STU_024,1,3.66,4.87,9.13,46.5,6.13,4.53,7.67,3.29,6.16,Screen usage late at night is ruining my sleep quality.,91.23,Severe,Sleep-related,Decreasing,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_024,2,4.09,4.87,8.41,46.2,6.83,4.53,7.45,3.68,7.41,"Waking up feeling tired despite sleeping late, unable to get restful sleep.",89.73,Severe,Sleep-related,Decreasing,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_024,3,4.39,4.87,8.79,45.2,6.39,4.53,7.3,3.95,3.05,Insomnia is killing me. Only slept 3 hours last night and feel exhausted.,89.18,Severe,Sleep-related,Decreasing,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_024,4,4.25,4.87,8.32,44.8,6.21,4.53,7.37,3.83,6.23,Insomnia is killing me. Only slept 3 hours last night and feel exhausted.,85.43,Severe,Sleep-related,Decreasing,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_024,5,4.53,4.87,8.19,45.1,6.61,4.53,7.23,4.08,3.47,"Waking up feeling tired despite sleeping late, unable to get restful sleep.",85.89,Severe,Sleep-related,Decreasing,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_024,6,5.11,4.87,8.06,38.2,6.1,4.53,6.94,4.6,6.73,Screen usage late at night is ruining my sleep quality.,81.64,Severe,Sleep-related,Decreasing,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_024,7,5.11,4.87,8.63,47.2,6.19,4.53,6.95,4.6,8.41,Screen usage late at night is ruining my sleep quality.,77.93,High,Sleep-related,Decreasing,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_025,1,5.0,7.0,7.75,17.8,7.5,1.11,8.75,3.44,6.45,"Running out of time to complete all my tasks today, constantly rushing.",98.0,Severe,Time-pressure,Stable,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity"", ""Social Isolation""]"
STU_025,2,5.0,7.0,7.19,12.2,7.5,1.32,8.75,3.44,4.54,"Too many deadlines overlapping on the same day, feeling breathless.",98.0,Severe,Time-pressure,Stable,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity"", ""Social Isolation""]"
STU_025,3,5.0,7.0,7.15,18.0,7.5,1.2,8.75,3.44,4.15,"Running out of time to complete all my tasks today, constantly rushing.",98.0,Severe,Time-pressure,Stable,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity"", ""Social Isolation""]"
STU_025,4,5.0,7.0,7.77,15.1,7.5,1.12,8.75,3.44,7.43,"Juggling classes, projects, and personal commitments is overwhelming.",98.0,Severe,Time-pressure,Stable,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity"", ""Social Isolation""]"
STU_025,5,5.0,7.0,7.88,13.6,7.5,1.01,8.75,3.44,3.98,Poor time management has left me pulling late nights to meet project milestones.,98.0,Severe,Time-pressure,Stable,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity"", ""Social Isolation""]"
STU_025,6,5.0,7.0,7.07,15.6,7.5,1.35,8.75,3.44,5.29,"Running out of time to complete all my tasks today, constantly rushing.",98.0,Severe,Time-pressure,Stable,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity"", ""Social Isolation""]"
STU_025,7,5.0,7.0,7.07,15.4,7.5,1.48,8.75,3.44,3.5,Poor time management has left me pulling late nights to meet project milestones.,98.0,Severe,Time-pressure,Stable,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity"", ""Social Isolation""]"
STU_026,1,5.96,7.54,7.11,54.4,6.85,4.14,6.45,4.77,9.39,Can't focus on studying due to overwhelming course requirements and deadlines.,76.2,High,Academic,Sudden Escalation,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_026,2,5.76,6.88,7.67,40.4,6.28,3.72,6.28,4.86,5.42,Can't focus on studying due to overwhelming course requirements and deadlines.,75.31,High,Academic,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_026,3,5.91,7.33,7.56,43.5,6.48,3.59,6.32,4.84,6.63,I have three major midterms coming up this week and I feel completely unprepared.,71.98,High,Academic,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_026,4,6.0,8.1,7.92,46.3,6.58,4.09,6.33,4.83,8.96,Struggling with the heavy assignment load and complex programming projects.,71.41,High,Academic,Sudden Escalation,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_026,5,5.01,7.82,7.09,44.7,8.01,4.15,7.2,4.4,8.29,Can't focus on studying due to overwhelming course requirements and deadlines.,88.04,Severe,Academic,Sudden Escalation,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_026,6,4.9,7.93,7.64,47.4,8.37,3.59,7.38,4.31,3.12,Can't focus on studying due to overwhelming course requirements and deadlines.,90.68,Severe,Academic,Sudden Escalation,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_026,7,4.83,7.34,7.73,52.4,8.01,3.24,7.25,4.37,8.49,Can't focus on studying due to overwhelming course requirements and deadlines.,87.11,Severe,Academic,Sudden Escalation,"[""Sleep Deprivation"", ""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time""]"
STU_027,1,6.57,10.11,6.81,41.2,5.12,1.36,5.58,5.21,6.97,Extremely anxious about upcoming lab exams and pending submissions.,66.33,High,Academic,Stable,"[""Social Isolation""]"
STU_027,2,6.48,9.11,6.33,27.4,5.18,0.94,5.63,5.19,5.39,Struggling with the heavy assignment load and complex programming projects.,70.55,High,Academic,Stable,"[""Social Isolation""]"
STU_027,3,6.36,9.45,6.37,36.1,5.37,1.2,5.74,5.13,8.21,Struggling with the heavy assignment load and complex programming projects.,71.2,High,Academic,Stable,"[""Social Isolation""]"
STU_027,4,6.8,9.72,6.96,33.6,4.56,1.62,5.29,5.36,4.85,I have three major midterms coming up this week and I feel completely unprepared.,63.44,High,Academic,Stable,"[""Social Isolation""]"
STU_027,5,6.78,10.12,6.24,35.3,5.19,0.78,5.54,5.23,8.75,Extremely anxious about upcoming lab exams and pending submissions.,63.64,High,Academic,Stable,"[""Social Isolation""]"
STU_027,6,6.7,9.35,6.46,36.1,5.36,1.64,5.63,5.18,9.05,Can't focus on studying due to overwhelming course requirements and deadlines.,64.17,High,Academic,Stable,"[""Social Isolation""]"
STU_027,7,6.56,9.95,6.23,37.6,5.26,0.89,5.64,5.18,7.93,Struggling with the heavy assignment load and complex programming projects.,67.78,High,Academic,Stable,"[""Social Isolation""]"
STU_028,1,4.11,8.44,8.63,12.3,4.17,4.76,7.45,3.7,5.73,Disrupted sleep schedule and constant headaches throughout the morning.,82.09,Severe,Sleep-related,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity""]"
STU_028,2,4.29,8.44,8.69,5.7,3.51,4.76,7.35,3.86,7.11,Insomnia is killing me. Only slept 3 hours last night and feel exhausted.,81.75,Severe,Sleep-related,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity""]"
STU_028,3,4.08,8.44,9.08,14.7,3.69,4.76,7.46,3.67,4.22,Screen usage late at night is ruining my sleep quality.,81.83,Severe,Sleep-related,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity""]"
STU_028,4,4.17,8.44,8.79,5.2,3.76,4.76,7.42,3.75,5.54,Insomnia is killing me. Only slept 3 hours last night and feel exhausted.,83.66,Severe,Sleep-related,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity""]"
STU_028,5,2.5,8.44,8.95,12.2,4.38,4.76,8.25,2.25,5.24,Insomnia is killing me. Only slept 3 hours last night and feel exhausted.,96.23,Severe,Sleep-related,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity""]"
STU_028,6,2.73,8.44,8.94,7.4,4.17,4.76,8.13,2.46,5.29,Insomnia is killing me. Only slept 3 hours last night and feel exhausted.,96.03,Severe,Sleep-related,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity""]"
STU_028,7,2.5,8.44,8.96,7.9,4.23,4.76,8.25,2.25,7.11,Screen usage late at night is ruining my sleep quality.,98.0,Severe,Sleep-related,Sudden Escalation,"[""Sleep Deprivation"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Low Physical Activity""]"
STU_029,1,6.93,10.13,3.18,24.1,8.26,3.23,7.45,4.52,4.86,Constant pressure to perform well and keep up high GPA expectations.,78.93,High,Performance,Stable,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety""]"
STU_029,2,6.77,9.73,3.18,24.1,8.81,3.77,8.1,4.26,7.83,Feeling inadequate compared to my peers during coding competitive tests.,86.5,Severe,Performance,Stable,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety""]"
STU_029,3,6.58,10.24,3.18,24.1,8.84,3.55,7.5,4.5,8.21,Worried about my upcoming seminar presentation in front of professors.,87.96,Severe,Performance,Stable,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety""]"
STU_029,4,6.8,9.78,3.18,24.1,8.67,3.22,7.59,4.46,5.13,Terrified about campus placement interviews and job application rejections.,83.49,Severe,Performance,Stable,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety""]"
STU_029,5,6.73,10.33,3.18,24.1,8.24,3.88,7.39,4.54,7.0,Worried about my upcoming seminar presentation in front of professors.,81.13,Severe,Performance,Stable,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety""]"
STU_029,6,6.69,10.62,3.18,24.1,8.38,3.99,7.84,4.36,9.19,Constant pressure to perform well and keep up high GPA expectations.,83.56,Severe,Performance,Stable,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety""]"
STU_029,7,6.7,10.57,3.18,24.1,8.09,4.01,6.63,4.85,5.35,Worried about my upcoming seminar presentation in front of professors.,79.13,High,Performance,Stable,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety""]"
STU_030,1,6.92,7.07,9.24,26.7,7.58,1.08,6.75,5.65,4.62,Missing home and feeling lonely during weekends in the college dormitory.,80.18,Severe,Social,Stable,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Social Isolation""]"
STU_030,2,6.92,7.07,9.24,26.7,7.58,1.41,6.55,5.85,6.37,Difficulty balancing group project communication and team dynamics.,80.61,Severe,Social,Stable,"[""Heavy Academic Workload"", ""Exam & Performance Anxiety"", ""Excessive Screen Time"", ""Social Isolation""]"
